ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,Slug Industry Sub-Sector
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","471011","Firstline supervisors of construction trades & extraction workers",2014,"2014","true","true",536284,17945.0094939457,59696.311525236626,1505.3449415597547,5602,"firstline-supervisors-of-construction-trades-extraction-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131121","Meeting, convention, & event planners",2014,"2014","true","true",716,656.9467459302476,36672.872905027936,22926.17583269999,10,"meeting-convention-event-planners","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","250000","Education, Training, & Library Occupations","253000","Other teachers & instructors",2014,"2014","true","true",2069,1116.7393353019706,42270.779120347994,15494.556229684787,21,"other-teachers-instructors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","433011","Bill & account collectors",2014,"2014","true","true",1511,954.3433704994093,123845.40370615486,86072.15307585812,9,"bill-account-collectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","373010","Grounds maintenance workers",2014,"2014","true","true",20945,3552.8972106993133,22610.630460730485,2828.006625891726,174,"grounds-maintenance-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518021","Stationary engineers & boiler operators",2014,"2014","true","true",3885,1530.2566650924723,49220.22471042471,9749.802638501249,35,"stationary-engineers-boiler-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492096","Electronic equipment installers & repairers, motor vehicles",2014,"2014","true","true",452,521.9672792679544,29978.33407079646,10561.96892576076,6,"electronic-equipment-installers-repairers-motor-vehicles","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472161","Plasterers & stucco masons",2014,"2014","true","true",23620,3772.92595447832,31282.710414902624,3185.7739873161227,167,"plasterers-stucco-masons","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131111","Management analysts",2014,"2014","true","true",4901,1718.7375005984975,96977.7700469292,28398.347704745393,53,"management-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","172070","Electrical & electronics engineers",2014,"2014","true","true",3757,1504.8373543293076,112198.00425871706,35843.11350389681,32,"electrical-electronics-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518031","Water & wastewater treatment plant & system operators",2014,"2014","true","true",1047,794.413260878262,41348.50811843362,8793.586043481348,8,"water-wastewater-treatment-plant-system-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492097","Electronic home entertainment equipment installers & repairers",2014,"2014","true","true",8640,2282.014014783386,38475.96643518518,5148.733598347143,75,"electronic-home-entertainment-equipment-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","436010","Secretaries & administrative assistants",2014,"2014","true","true",169239,10094.013325874977,31286.763263786717,1427.2230056568087,1808,"secretaries-administrative-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","339030","Security guards & gaming surveillance officers",2014,"2014","true","true",5083,1750.3583704758687,41906.14086169585,9077.942781185893,46,"security-guards-gaming-surveillance-officers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131081","Logisticians",2014,"2014","true","true",1110,817.9646525117814,81896.83063063063,65636.12375914831,12,"logisticians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","518090","Miscellaneous plant & system operators",2014,"2014","true","true",1105,816.1203249628448,57004.578280542984,10177.901455138117,15,"miscellaneous-plant-system-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","172061","Computer hardware engineers",2014,"2014","true","true",656,628.8190162550889,49925.95274390244,32698.494569008606,6,"computer-hardware-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232090","Miscellaneous legal support workers",2014,"2014","true","true",917,743.4606935983148,58226.920392584514,13192.818012479587,7,"miscellaneous-legal-support-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","492098","Security & fire alarm systems installers",2014,"2014","true","true",3715,1496.402549218049,39486.88317631225,10524.691806616762,31,"security-fire-alarm-systems-installers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","339021","Private detectives & investigators",2014,"2014","true","true",325,442.6046150398096,61428.904615384614,37414.24960766859,5,"private-detectives-investigators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519020","Crushing, grinding, polishing, mixing, & blending workers",2014,"2014","true","true",2906,1323.482133144666,46615.99139710943,10786.560581892065,29,"crushing-grinding-polishing-mixing-blending-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472181","Roofers",2014,"2014","true","true",169988,10116.298238806028,28293.558227639598,1211.171561141738,1260,"roofers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472011","Boilermakers",2014,"2014","true","true",4486,1644.3621669650151,57183.00222915738,8832.857009602427,43,"boilermakers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131070","Human resources workers",2014,"2014","true","true",13841,2888.265749398695,60955.77711148038,11484.498196991579,133,"human-resources-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","172051","Civil engineers",2014,"2014","true","true",68353,6417.237730835589,78026.07699735198,3944.5754017544527,674,"civil-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519030","Cutting workers",2014,"2014","true","true",3874,1528.0888025926008,25142.581569437276,6015.320165525956,29,"cutting-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","433021","Billing & posting clerks",2014,"2014","true","true",6849,2031.7851456019707,29600.786246167325,4816.935455438484,66,"billing-posting-clerks","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","431011","Firstline supervisors of office & administrative support workers",2014,"2014","true","true",34631,4568.292149824019,48507.40431982905,4835.367189023143,345,"firstline-supervisors-of-office-administrative-support-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","232011","Paralegals & legal assistants",2014,"2014","true","true",1473,942.2667379976277,50370.523421588594,8915.70053782747,16,"paralegals-legal-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131051","Cost estimators",2014,"2014","true","true",79564,6923.255301189276,66408.77599165452,4045.9630245408616,811,"cost-estimators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519041","Extruding, forming, pressing, & compacting machine setters, operators, & tenders",2014,"2014","true","true",715,656.4878262728594,20695.983216783217,10771.979783333043,6,"extruding-forming-pressing-compacting-machine-setters-operators-tenders","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472211","Sheet metal workers",2014,"2014","true","true",43390,5113.31643237102,38384.370454021664,2498.351663325408,382,"sheet-metal-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519061","Inspectors, testers, sorters, samplers, & weighers",2014,"2014","true","true",14247,2930.316307085615,54032.236611216395,6195.080603778591,139,"inspectors-testers-sorters-samplers-weighers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","171020","Surveyors, cartographers, & photogrammetrists",2014,"2014","true","true",1558,969.0720838348274,57169.15532734275,15107.384325669966,16,"surveyors-cartographers-photogrammetrists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493023","Automotive service technicians & mechanics",2014,"2014","true","true",3373,1425.862765924835,41347.173139638304,9403.378477744549,32,"automotive-service-technicians-mechanics","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","412031","Retail salespersons",2014,"2014","true","true",1866,1060.5415819510888,33898.1050375134,15400.95104181572,16,"retail-salespersons","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131041","Compliance officers",2014,"2014","true","true",729,662.8837895738317,50213.75582990398,29028.931915470945,9,"compliance-officers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519080","Medical, dental, & ophthalmic laboratory technicians",2014,"2014","true","true",785,687.8731797670528,29337.84585987261,13338.95702486182,5,"medical-dental-ophthalmic-laboratory-technicians","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519120","Painting workers",2014,"2014","true","true",2642,1261.9353072152269,35223.500378501136,14839.30830842699,28,"painting-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","410000","Sales & related occupations","410000","Sales & related occupations","419031","Sales engineers",2014,"2014","true","true",724,660.6066259364884,99658.5732044199,34427.969834195246,7,"sales-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2014,"2014","true","true",775170,21556.323084626616,34069.37343808455,708.9167711516303,6330,"carpenters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","370000","Building & Grounds Cleaning & Maintenance Occupations","37201X","Janitors & building cleaners",2014,"2014","true","true",16361,3140.179341290529,27239.309699896094,8812.494634965691,143,"janitors-building-cleaners","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493031","Bus & truck mechanics & diesel engine specialists",2014,"2014","true","true",12853,2783.2818862072486,46680.215980704896,4004.711147602801,113,"bus-truck-mechanics-diesel-engine-specialists","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472221","Structural iron & steel workers",2014,"2014","true","true",43586,5124.848711748464,46504.271945119996,2921.766277022812,376,"structural-iron-steel-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","130000","Business & financial operations occupations","131023","Purchasing agents, except wholesale, retail, & farm products",2014,"2014","true","true",13414,2843.3690074464566,61339.868719248545,9818.475908153685,133,"purchasing-agents-except-wholesale-retail-farm-products","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519195","Molders, shapers, & casters, except metal & plastic",2014,"2014","true","true",3729,1499.2194243039517,29088.722445695897,8486.828073773206,20,"molders-shapers-casters-except-metal-plastic","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439011","Computer operators",2014,"2014","true","true",664,632.6416414968247,41069.02108433735,9246.920351860737,7,"computer-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","170000","Architecture & engineering occupations","171010","Architects, except naval",2014,"2014","true","true",3967,1546.3213135932915,68019.85707083439,12426.73943377003,42,"architects-except-naval","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","152031","Operations research analysts",2014,"2014","true","true",422,504.3480353773757,77275.94312796209,55631.43578154024,5,"operations-research-analysts","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493040","Heavy vehicle & mobile equipment service technicians & mechanics",2014,"2014","true","true",60422,6033.636203434047,48004.4505974645,2792.6342663775754,640,"heavy-vehicle-mobile-equipment-service-technicians-mechanics","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","519198","Helpersproduction workers",2014,"2014","true","true",3753,1504.0360777870565,25709.11537436717,4710.060159019413,30,"helpersproduction-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","332020","Fire inspectors",2014,"2014","true","true",796,692.6758800212883,31852.802763819094,21057.560691741317,7,"fire-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","230000","Legal Occupations","2310XX","Lawyers, & judges, magistrates, & other judicial workers",2014,"2014","true","true",3509,1454.3235343623946,211725.39726417782,63728.25127943626,33,"lawyers-judges-magistrates-other-judicial-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119XXX","Miscellaneous managers",2014,"2014","true","true",310226,13659.50569342006,79423.56342472907,3230.237774102098,2920,"miscellaneous-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","435030","Dispatchers",2014,"2014","true","true",10341,2496.5489292767,31671.859684750023,4266.20823277528,90,"dispatchers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","510000","Production Occupations","510000","Production Occupations","5191XX","Miscellaneous production workers, including semiconductor processors",2014,"2014","true","true",11417,2623.2105743564184,35065.509240606116,5775.444320766367,113,"miscellaneous-production-workers-including-semiconductor-processors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","210000-270000","Education, legal, community service, arts, & media occupations","210000","Community & Social Service Occupations","211093","Social & human service assistants",2014,"2014","true","true",664,632.6416414968247,20155.89457831325,10094.747446467927,9,"social-human-service-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","493050","Small engine mechanics",2014,"2014","true","true",338,451.3698929456952,45319.458579881655,22792.463832315243,5,"small-engine-mechanics","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499010","Control & valve installers & repairers",2014,"2014","true","true",1045,793.6541519010763,79420.85167464115,101274.89555994654,9,"control-valve-installers-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119141","Property, real estate, & community association managers",2014,"2014","true","true",3748,1503.0338813439196,60923.21237993597,17551.70234631115,37,"property-real-estate-community-association-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","531000","Supervisors of transportation & material moving workers",2014,"2014","true","true",2288,1174.3545661491298,51788.08916083916,12108.801762181132,23,"supervisors-of-transportation-material-moving-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472XXX","Brickmasons, blockmasons, stonemasons, & reinforcing iron & rebar workers",2014,"2014","true","true",115540,8341.856478214739,32513.407157694306,1995.32428467314,919,"brickmasons-blockmasons-stonemasons-reinforcing-iron-rebar-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472040","Carpet, floor, & tile installers & finishers",2014,"2014","true","true",96243,7613.965151679153,30665.54188876074,1546.0963986670238,712,"carpet-floor-tile-installers-finishers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151199","Other Computer Occupations",2014,"2014","true","true",3830,1519.3864184093454,48703.50548302872,17987.509906383417,38,"other-computer-occupations","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","434111","Interviewers, except eligibility & loan",2014,"2014","true","true",590,596.3481203522509,47483.145762711865,33995.4761352547,6,"interviewers-except-eligibility-loan","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","532010","Aircraft pilots & flight engineers",2014,"2014","true","true",904,738.1720208430839,68907.55420353982,24436.93043171559,9,"aircraft-pilots-flight-engineers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499021","Heating, air conditioning, & refrigeration mechanics & installers",2014,"2014","true","true",233303,11848.814137985406,41695.945024281726,1400.3778417371118,2105,"heating-air-conditioning-refrigeration-mechanics-installers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119041","Architectural & engineering managers",2014,"2014","true","true",3583,1469.5779868516584,109425.9065029305,25115.34472183249,43,"architectural-engineering-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533020","Bus drivers",2014,"2014","true","true",445,517.9097392597531,29160.026966292135,31062.410249998844,5,"bus-drivers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","434161","Human resources assistants, except payroll & timekeeping",2014,"2014","true","true",1381,912.3667897496373,36379.2433019551,20854.582000857772,13,"human-resources-assistants-except-payroll-timekeeping","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","439021","Data entry keyers",2014,"2014","true","true",5743,1860.5241487881171,20885.688838586106,5311.674863560063,52,"data-entry-keyers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533030","Driver/sales workers & truck drivers",2014,"2014","true","true",181146,10442.623982641522,38237.485161140736,1226.703372346783,1849,"driversales-workers-truck-drivers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","473010","Helpers, construction trades",2014,"2014","true","true",43091,5095.673484333919,23833.06367919055,2321.720403079199,345,"helpers-construction-trades","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151150","Computer support specialists (Legacy)",2014,"2014","true","true",3704,1494.1855643953752,49900.35070194385,12566.704602066951,37,"computer-support-specialists-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499031","Home appliance repairers",2014,"2014","true","true",950,756.7197978717535,50281.134736842105,74609.41389436541,12,"home-appliance-repairers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","119021","Construction managers",2014,"2014","true","true",456979,16569.793983039737,76953.21301416476,2076.2711423219507,4257,"construction-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533041","Taxi drivers & chauffeurs",2014,"2014","true","true",920,744.6758224517,30478.002173913042,11132.940149160173,7,"taxi-drivers-chauffeurs","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","432021","Telephone operators",2014,"2014","true","true",930,748.7120087517807,24870.14623655914,9427.577331399745,5,"telephone-operators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472050","Cement masons, concrete finishers, & terrazzo workers",2014,"2014","true","true",46306,5282.28683675016,33047.996415151385,2799.767206208651,391,"cement-masons-concrete-finishers-terrazzo-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","190000","Life, physical, & social science occupations","1940YY","Miscellaneous life, physical, & social science technicians, including social science research assistants",2014,"2014","true","true",2458,1217.199899533619,37652.85964198536,12561.466751888314,19,"miscellaneous-life-physical-social-science-technicians-including-social-science-research-assistants","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","433061","Procurement clerks",2014,"2014","true","true",815,700.8939420902977,36337.947239263805,9738.400484711256,9,"procurement-clerks","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","533099","Motor vehicle operators, all other",2014,"2014","true","true",686,643.0366979794393,48752.7944606414,28517.59082014746,8,"motor-vehicle-operators-all-other","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499043","Maintenance workers, machinery",2014,"2014","true","true",1751,1027.3422090445008,40868.16676185037,14926.269769889233,18,"maintenance-workers-machinery","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","474011","Construction & building inspectors",2014,"2014","true","true",29675,4228.870257479469,50867.4849873631,4284.498133709288,289,"construction-building-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"410000-430000","Sales & Office Occupations","430000","Office & Administrative Support Occupations","430000","Office & Administrative Support Occupations","435041","Meter readers, utilities",2014,"2014","true","true",437,513.2332721781927,32089.606407322655,11751.490153292569,7,"meter-readers-utilities","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151143","Computer network architects (Legacy)",2014,"2014","true","true",751,672.8117527444679,117270.29693741677,74732.46463254087,5,"computer-network-architects-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"510000-530000","Production, Transportation, & Material Moving Occupations","530000","Transportation & Material Moving Occupations","531000-536000","Transportation Occupations","534031","Railroad conductors & yardmasters",2014,"2014","true","true",794,691.8051418113297,32090.523929471034,14683.666768953372,8,"railroad-conductors-yardmasters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
